symbol	locusID	known_TFs	predicted_TFs	kinase	chromotin	RNAbinding	coregulator	NA_binding	DNAreplication	Mito	others	Removal	Pfam_domains	go_desciption	ensembl_description																																					
POU3F2	5454	1	0	0	0	0	0	0	0	0	0	0	Pou;Homeobox	"regulation of axonogenesis,regulation of cell differentiation,sequence-specific DNA binding,positive regulation of body size,neurohypophysis development,hypothalamus cell differentiation,astrocyte development,epidermis development,positive regulation of cell proliferation,regulation of transcription from RNA polymerase II promoter,regulation of transcription, DNA-dependent,nucleus,transcription factor activity,DNA binding,"	"POU domain, class 3, transcription factor 2 (Nervous system-specific octamer-binding transcription factor N-Oct-3) (Brain-specific homeobox/POU domain protein 2) (Brain-2) (Protein Brn-2). [Source:Uniprot/SWISSPROT;Acc:P20265]"																																					
POU3F3	5455	1	0	0	0	0	0	0	0	0	0	0	Pou;Homeobox	"response to freezing,ice binding,sequence-specific DNA binding,homoiothermy,type I hypersensitivity,central nervous system development,regulation of transcription, DNA-dependent,nucleus,transcription factor activity,DNA binding,"	"POU domain, class 3, transcription factor 3 (Brain-specific homeobox/POU domain protein 1) (Brain-1) (Brn-1 protein). [Source:Uniprot/SWISSPROT;Acc:P20264]"																																					
POU4F1	5457	1	0	0	0	0	0	0	0	0	0	0	Pou;Homeobox	"proprioception during equilibrioception,protein homooligomerization,response to freezing,ice binding,peripheral nervous system neuron differentiation,sequence-specific DNA binding,positive regulation of apoptosis,homoiothermy,central nervous system neuron differentiation,cell migration in hindbrain,membrane,synaptogenesis,axonogenesis,nervous system development,multicellular organismal development,regulation of transcription from RNA polymerase II promoter,regulation of transcription, DNA-dependent,nucleus,protein binding,ligand-dependent nuclear receptor activity,transcription factor activity,transcription factor activity,DNA binding,suckling behavior,"	"POU domain, class 4, transcription factor 1 (Brain-specific homeobox/POU domain protein 3A) (Brn-3A) (Oct-T1) (Homeobox/POU domain protein RDC-1). [Source:Uniprot/SWISSPROT;Acc:Q01851]"																																					
POU4F2	5458	1	0	0	0	0	0	0	0	0	0	0	Pou;Homeobox	"retina development in camera-type eye,regulation of balance,axon extension involved in development,sequence-specific DNA binding,retinal ganglion cell axon guidance,neuron differentiation,sensory perception of sound,nervous system development,regulation of transcription, DNA-dependent,nucleus,transcription factor activity,DNA binding,negative regulation of transcription from RNA polymerase II promoter,"	"POU domain, class 4, transcription factor 2 (Brain-specific homeobox/POU domain protein 3B) (Brn-3B). [Source:Uniprot/SWISSPROT;Acc:Q12837]"																																					
POU4F3	5459	1	0	0	0	0	0	0	0	0	0	0	Pou;Homeobox	"neuron apoptosis,regulation of balance,axon extension involved in development,sequence-specific DNA binding,auditory receptor cell differentiation,inner ear morphogenesis,hair cell differentiation,retinal ganglion cell axon guidance,sensory perception of sound,sensory perception of sound,visual perception,nervous system development,regulation of transcription from RNA polymerase II promoter,regulation of transcription, DNA-dependent,nucleus,transcription factor activity,transcription factor activity,DNA binding,"	"POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brn-3C). [Source:Uniprot/SWISSPROT;Acc:Q15319]"																																					
POU5F1	5460	1	0	0	0	0	0	0	0	0	0	0	Pou;Homeobox	"regulation of transcription, DNA-dependent,nucleus,transcription factor activity,sequence-specific DNA binding,anatomical structure morphogenesis,regulation of transcription, DNA-dependent,nucleus,protein binding,transcription factor activity,DNA binding,"	"POU domain, class 5, transcription factor 1 (Octamer-binding transcription factor 3) (Oct-3) (Oct-4). [Source:Uniprot/SWISSPROT;Acc:Q01860]"																																					
POU6F1	5463	1	0	0	0	0	0	0	0	0	0	0	Pou;Homeobox	"sequence-specific DNA binding,muscle development,heart development,brain development,regulation of transcription, DNA-dependent,nucleus,transcription factor activity,DNA binding,"	"POU domain, class 6, transcription factor 1 (mPOU homeobox protein) (Brain-specific homeobox/POU domain protein 5) (Brain-5) (Brn-5 protein). [Source:Uniprot/SWISSPROT;Acc:Q14863]"																																					
PPARA	5465	1	0	0	0	0	0	0	0	0	0	0	zf-C4;Hormone_recep	"protein binding,response to hypoxia,metal ion binding,positive regulation of transcription from RNA polymerase II promoter,positive regulation of transcription,sequence-specific DNA binding,positive regulation of fatty acid beta-oxidation,regulation of fatty acid metabolic process,transcription activator activity,fatty acid transport,epidermis development,zinc ion binding,lipid metabolic process,transcription from RNA polymerase II promoter,regulation of transcription, DNA-dependent,transcription,nucleus,protein binding,thyroid hormone receptor activity,ligand-dependent nuclear receptor activity,retinoic acid receptor activity,steroid hormone receptor activity,transcription factor activity,DNA binding,"	Peroxisome proliferator-activated receptor alpha (PPAR-alpha). [Source:Uniprot/SWISSPROT;Acc:Q07869]																																					
PPARD	5467	1	0	0	0	0	0	0	0	0	0	0	zf-C4;Hormone_recep	"metal ion binding,decidualization,positive regulation of fat cell differentiation,sequence-specific DNA binding,transcription repressor activity,fatty acid transport,glucose transport,fatty acid catabolic process,epidermis development,axon ensheathment,cell proliferation,zinc ion binding,cholesterol metabolic process,embryo implantation,apoptosis,fatty acid beta-oxidation,lipid metabolic process,regulation of transcription, DNA-dependent,transcription,generation of precursor metabolites and energy,glucose metabolic process,nucleus,fatty acid binding,ligand-dependent nuclear receptor activity,steroid hormone receptor activity,transcription factor activity,DNA binding,negative regulation of transcription from RNA polymerase II promoter,"	Peroxisome proliferator-activated receptor delta (PPAR-delta) (PPAR- beta) (Nuclear hormone receptor 1) (NUC1) (NUCI). [Source:Uniprot/SWISSPROT;Acc:Q03181]																																					
PPARG	5468	1	0	0	0	0	0	0	0	0	0	0	zf-C4;Hormone_recep	"white fat cell differentiation,metal ion binding,positive regulation of transcription from RNA polymerase II promoter,positive regulation of transcription,positive regulation of fat cell differentiation,cell fate commitment,sequence-specific DNA binding,epithelial cell differentiation,transcription repressor activity,transcription activator activity,zinc ion binding,response to nutrient,signal transduction,lipid metabolic process,regulation of transcription, DNA-dependent,transcription,generation of precursor metabolites and energy,cytosol,nucleus,protein binding,ligand-dependent nuclear receptor activity,receptor activity,steroid hormone receptor activity,transcription factor activity,DNA binding,negative regulation of transcription from RNA polymerase II promoter,"	Peroxisome proliferator-activated receptor gamma (PPAR-gamma). [Source:Uniprot/SWISSPROT;Acc:P37231]																																					
PPARBP	5469	1	0	0	0	0	0	0	0	0	0	0	NA	"thyroid hormone receptor binding,positive regulation of transcription from RNA polymerase II promoter,fat cell differentiation,camera-type eye development,vitamin D receptor binding,embryonic hemopoiesis,embryonic hindlimb morphogenesis,embryonic heart tube development,phosphopantetheine binding,androgen receptor signaling pathway,ligand-dependent nuclear receptor transcription coactivator activity,RNA polymerase II transcription mediator activity,brain development,multicellular organismal development,thyroid hormone generation,transcription initiation from RNA polymerase II promoter,regulation of transcription, DNA-dependent,transcription,DNA replication,nucleus,ATP binding,protein binding,receptor activity,chromatin binding,DNA binding,embryonic placenta development,liver development,mediator complex,"	Peroxisome proliferator-activated receptor-binding protein (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TRIP-2) (p53 regulatory protein RB18A) (Vit [Source:Uniprot/SWISSPROT;Acc:Q15648]																																					
PPIB	5479	0	0	0	0	0	0	0	0	1	0	0	Pro_isomerase	"unfolded protein binding,peptide binding,isomerase activity,protein folding,endoplasmic reticulum lumen,endoplasmic reticulum,peptidyl-prolyl cis-trans isomerase activity,"	Peptidyl-prolyl cis-trans isomerase B precursor (EC 5.2.1.8) (PPIase) (Rotamase) (Cyclophilin B) (S-cyclophilin) (SCYLP) (CYP-S1). [Source:Uniprot/SWISSPROT;Acc:P23284]																																					
PPOX	5498	0	0	0	0	0	0	0	0	1	0	0	DAO;Amino_oxidase	"intrinsic to mitochondrial inner membrane,protoporphyrinogen oxidase activity,FAD binding,mitochondrial membrane,intrinsic to mitochondrial inner membrane,oxidoreductase activity,membrane,heme biosynthetic process,porphyrin biosynthetic process,electron transport,mitochondrion,protoporphyrinogen oxidase activity,"	Protoporphyrinogen oxidase (EC 1.3.3.4) (PPO). [Source:Uniprot/SWISSPROT;Acc:P50336]																																					
PPP1R8	5511	0	0	0	0	1	0	0	0	0	0	0	FHA	",hydrolase activity,ribonuclease E activity,RNA splicing,RNA catabolic process,mRNA processing,regulation of transcription, DNA-dependent,transcription,cytoplasm,spliceosome,nucleus,protein binding,type 1 serine/threonine specific protein phosphatase inhibitor activity,endonuclease activity,RNA binding,DNA binding,magnesium ion binding,"	Nuclear inhibitor of protein phosphatase 1 (NIPP-1) (Protein phosphatase 1 regulatory inhibitor subunit 8) [Includes: Activator of RNA decay (EC 3.1.4.-) (ARD-1)]. [Source:Uniprot/SWISSPROT;Acc:Q12972]																																					
PPP1R10	5514	0	0	0	0	1	0	0	0	0	0	0	zf-CCCH	"metal ion binding,transcription regulator activity,zinc ion binding,protein import into nucleus,transcription,nucleus,protein binding,protein phosphatase inhibitor activity,RNA binding,DNA binding,nucleic acid binding,"	Serine/threonine-protein phosphatase 1 regulatory subunit 10 (Phosphatase 1 nuclear targeting subunit) (MHC class I region proline- rich protein CAT53) (FB19 protein) (PP1-binding protein of 114 kDa) (p99). [Source:Uniprot/SWISSPROT;Acc:Q96QC0]																																					
PPP2CA	5515	0	0	0	0	0	1	0	0	0	0	0	Metallophos	"protein heterodimerization activity,metal ion binding,regulation of cell differentiation,regulation of transcription,negative regulation of tyrosine phosphorylation of Stat3 protein,regulation of growth,negative regulation of cell growth,regulation of cell adhesion,manganese ion binding,regulation of Wnt receptor signaling pathway,second-messenger-mediated signaling,hydrolase activity,microtubule cytoskeleton,response to organic substance,RNA splicing,mesoderm development,induction of apoptosis,ceramide metabolic process,protein amino acid dephosphorylation,regulation of DNA replication,plasma membrane,cytosol,cytosol,mitochondrion,cytoplasm,nucleus,soluble fraction,protein binding,protein binding,iron ion binding,phosphoprotein phosphatase activity,inactivation of MAPK activity,protein phosphatase type 2A complex,regulation of progression through cell cycle,"	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (EC 3.1.3.16) (PP2A-alpha) (Replication protein C) (RP-C). [Source:Uniprot/SWISSPROT;Acc:P67775]																																					
PPP2R1A	5518	0	0	0	0	1	0	0	0	0	0	0	HEAT	"protein heterodimerization activity,regulation of cell differentiation,regulation of transcription,negative regulation of tyrosine phosphorylation of Stat3 protein,regulation of growth,negative regulation of cell growth,regulation of cell adhesion,regulation of Wnt receptor signaling pathway,second-messenger-mediated signaling,membrane,microtubule cytoskeleton,response to organic substance,X-His dipeptidase activity,protein phosphatase type 2A regulator activity,RNA splicing,induction of apoptosis,ceramide metabolic process,proteolysis,protein amino acid dephosphorylation,protein complex assembly,regulation of DNA replication,cytosol,mitochondrion,nucleus,soluble fraction,protein binding,antigen binding,inactivation of MAPK activity,protein phosphatase type 2A complex,regulation of progression through cell cycle,"	"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (PP2A, subunit A, PR65-alpha isoform) (PP2A, subunit A, R1-alpha isoform) (Medium tumor antigen-associated 61 kDa protein). [Source:Uniprot/SWISSPROT;Acc:P30153]"																																					
PPP2R1B	5519	0	0	0	0	1	0	0	0	0	0	0	HEAT	"protein heterodimerization activity,X-His dipeptidase activity,proteolysis,protein binding,antigen binding,protein phosphatase type 2A activity,binding,"	"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform (PP2A, subunit A, PR65-beta isoform) (PP2A, subunit A, R1-beta isoform). [Source:Uniprot/SWISSPROT;Acc:P30154]"																																					
PPP2R2A	5520	0	0	0	0	0	0	0	0	0	1	0	NA	"protein phosphatase type 2A regulator activity,signal transduction,protein amino acid dephosphorylation,protein binding,protein phosphatase type 2A complex,protein phosphatase type 2A activity,"	"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A, subunit B, B-alpha isoform) (PP2A, subunit B, B55-alpha isoform) (PP2A, subunit B, PR55-alpha isoform) (PP2A, subunit B, R2-alpha isoform). [Source:Uniprot/SWISSPROT;Acc:P63151]"																																					
PPP2R2B	5521	0	0	0	0	0	0	0	0	0	1	0	WD40	"spermatid development,protein phosphatase type 2A regulator activity,cell death,protein phosphatase type 2A regulator activity,signal transduction,protein phosphatase type 2A complex,"	"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform (PP2A, subunit B, B-beta isoform) (PP2A, subunit B, B55- beta isoform) (PP2A, subunit B, PR55-beta isoform) (PP2A, subunit B, R2-beta isoform). [Source:Uniprot/SWISSPROT;Acc:Q00005]"																																					
PPP2R4	5524	0	0	0	0	0	0	0	0	0	1	0	PTPA	"protein phosphatase 2A binding,protein heterodimerization activity,regulation of phosphoprotein phosphatase activity,protein homodimerization activity,negative regulation of protein amino acid dephosphorylation,positive regulation of protein amino acid dephosphorylation,ATPase activity,protein phosphatase type 2A regulator activity,protein tyrosine phosphatase activator activity,protein amino acid dephosphorylation,soluble fraction,ATP binding,protein phosphatase type 2A complex,phosphatase activator activity,"	"Serine/threonine-protein phosphatase 2A regulatory subunit B' (PP2A, subunit B', PR53 isoform) (Phosphotyrosyl phosphatase activator) (PTPA). [Source:Uniprot/SWISSPROT;Acc:Q15257]"																																					
PPP2R5A	5525	0	0	0	0	0	0	0	0	0	1	0	B56	"protein phosphatase type 2A regulator activity,signal transduction,cytoplasm,protein binding,protein phosphatase type 2A complex,"	"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A, B subunit, B' alpha isoform) (PP2A, B subunit, B56 alpha isoform) (PP2A, B subunit, PR61 alpha isoform) (PP2A, B subunit, R5 alpha isoform). [Source:Uniprot/SWISSPROT;Acc:Q15172]"																																					
PPP2R5B	5526	0	0	0	0	0	0	0	0	0	1	0	B56	"protein phosphatase type 2A regulator activity,signal transduction,cytoplasm,protein binding,protein phosphatase type 2A complex,"	"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform (PP2A, B subunit, B' beta isoform) (PP2A, B subunit, B56 beta isoform) (PP2A, B subunit, PR61 beta isoform) (PP2A, B subunit, R5 beta isoform). [Source:Uniprot/SWISSPROT;Acc:Q15173]"																																					
PPP2R5C	5527	0	0	0	0	0	0	0	0	0	1	0	B56	"protein processing,integral to membrane,protein phosphatase type 2A regulator activity,peptidase activity,signal transduction,nucleus,protein binding,protein phosphatase type 2A complex,"	"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (PP2A, B subunit, B' gamma isoform) (PP2A, B subunit, B56 gamma isoform) (PP2A, B subunit, PR61 gamma isoform) (PP2A, B subunit, R5 gamma isoform) (Renal carcinoma antigen NY- [Source:Uniprot/SWISSPROT;Acc:Q13362]"																																					
PPP2R5D	5528	0	0	0	0	0	0	0	0	0	1	0	B56	"protein phosphatase type 2A regulator activity,protein phosphatase type 2A regulator activity,nervous system development,signal transduction,cytoplasm,nucleus,protein binding,protein phosphatase type 2A complex,"	"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A, B subunit, B' delta isoform) (PP2A, B subunit, B56 delta isoform) (PP2A, B subunit, PR61 delta isoform) (PP2A, B subunit, R5 delta isoform). [Source:Uniprot/SWISSPROT;Acc:Q14738]"																																					
PPP2R5E	5529	0	0	0	0	0	0	0	0	0	1	0	B56	"protein phosphatase type 2A regulator activity,signal transduction,cytoplasm,protein binding,protein phosphatase type 2A complex,"	"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform (PP2A, B subunit, B' epsilon isoform) (PP2A, B subunit, B56 epsilon isoform) (PP2A, B subunit, PR61 epsilon isoform) (PP2A, B subunit, R5 epsilon isoform). [Source:Uniprot/SWISSPROT;Acc:Q16537]"																																					
PPP4C	5531	0	0	1	0	0	0	0	0	0	0	0	Metallophos	"metal ion binding,manganese ion binding,hydrolase activity,centrosome,cytoplasm,nucleus,protein binding,iron ion binding,protein serine/threonine phosphatase activity,NF-kappaB-inducing kinase activity,microtubule cytoskeleton organization and biogenesis,"	Serine/threonine-protein phosphatase 4 catalytic subunit (EC 3.1.3.16) (PP4C) (Pp4) (Protein phosphatase X) (PP-X). [Source:Uniprot/SWISSPROT;Acc:P60510]																																					
PPP3CB	5532	0	0	0	0	1	0	0	0	0	0	0	Metallophos	"hydrolase activity,zinc ion binding,signal transduction,protein amino acid dephosphorylation,transcription, DNA-dependent,calcineurin complex,calmodulin binding,calcium ion binding,iron ion binding,protein serine/threonine phosphatase activity,regulation of progression through cell cycle,"	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform (EC 3.1.3.16) (Calmodulin-dependent calcineurin A subunit beta isoform) (CAM-PRP catalytic subunit). [Source:Uniprot/SWISSPROT;Acc:P16298]																																					
PPP5C	5536	0	0	0	0	1	0	0	0	0	0	0	TPR_3;TPR_2;TPR_1;PPP5;Metallophos	"metal ion binding,positive regulation of I-kappaB kinase/NF-kappaB cascade,manganese ion binding,hydrolase activity,mitosis,protein amino acid dephosphorylation,transcription,cytosol,cytoplasm,nucleus,protein binding,iron ion binding,signal transducer activity,protein serine/threonine phosphatase activity,phosphoprotein phosphatase activity,"	Serine/threonine-protein phosphatase 5 (EC 3.1.3.16) (PP5) (Protein phosphatase T) (PP-T) (PPT). [Source:Uniprot/SWISSPROT;Acc:P53041]																																					
PRELP	5549	0	0	0	1	0	0	0	0	0	0	0	LRR_1;LRRNT	"nutrient reservoir activity,chromosome organization and biogenesis (sensu Eukaryota),regulation of transcription, DNA-dependent,nucleus,proteinaceous extracellular matrix,protein binding,extracellular matrix structural constituent,DNA binding,skeletal development,chromatin,"	Prolargin precursor (Proline-arginine-rich end leucine-rich repeat protein). [Source:Uniprot/SWISSPROT;Acc:P51888]																																					
PRIM1	5557	0	0	0	0	0	0	0	1	0	0	0	DNA_primase_S	"metal ion binding,transferase activity,zinc ion binding,transcription,DNA replication, synthesis of RNA primer,DNA replication,alpha DNA polymerase:primase complex,protein binding,DNA primase activity,"	DNA primase small subunit (EC 2.7.7.-) (DNA primase 49 kDa subunit) (p49). [Source:Uniprot/SWISSPROT;Acc:P49642]																																					
PRIM2A	5558	0	0	0	0	0	0	1	1	0	0	0	DNA_primase_lrg	",transferase activity,transcription,DNA replication, synthesis of RNA primer,DNA replication,alpha DNA polymerase:primase complex,DNA primase activity,DNA binding,"	DNA primase large subunit (EC 2.7.7.-) (DNA primase 58 kDa subunit) (p58). [Source:Uniprot/SWISSPROT;Acc:P49643]																																					
PRKAA1	5562	0	0	1	0	0	0	0	0	0	0	0	Pkinase_Tyr;Pkinase	"negative regulation of glucosylceramide biosynthetic process,positive regulation of anti-apoptosis,positive regulation of cholesterol biosynthetic process,signal transduction,cholesterol biosynthetic process,fatty acid biosynthetic process,protein amino acid phosphorylation,intracellular,cAMP-dependent protein kinase activity,response to hypoxia,magnesium ion binding,activation of MAPK activity,transferase activity,protein amino acid phosphorylation,ATP binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	5'-AMP-activated protein kinase catalytic subunit alpha-1 (EC 2.7.11.1) (AMPK alpha-1 chain). [Source:Uniprot/SWISSPROT;Acc:Q13131]																																					
PRKAA2	5563	0	0	1	0	0	0	0	0	0	0	0	Pkinase_Tyr;Pkinase	"transferase activity,signal transduction,cholesterol biosynthetic process,fatty acid biosynthetic process,protein amino acid phosphorylation,nucleus,ATP binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,magnesium ion binding,nucleotide binding,"	5'-AMP-activated protein kinase catalytic subunit alpha-2 (EC 2.7.11.1) (AMPK alpha-2 chain). [Source:Uniprot/SWISSPROT;Acc:P54646]																																					
PRKACA	5566	0	0	1	0	0	0	0	0	0	0	0	Pkinase_C;Pkinase	"protein amino acid phosphorylation,ATP binding,transferase activity,protein amino acid phosphorylation,cAMP-dependent protein kinase complex,cytoplasm,nucleus,ATP binding,protein binding,protein-tyrosine kinase activity,cAMP-dependent protein kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	"cAMP-dependent protein kinase, alpha-catalytic subunit (EC 2.7.11.11) (PKA C-alpha). [Source:Uniprot/SWISSPROT;Acc:P17612]"																																					
PRKACB	5567	0	0	1	0	0	0	0	0	0	0	0	Pkinase	"protein amino acid phosphorylation,ATP binding,transferase activity,G-protein signaling, coupled to cAMP nucleotide second messenger,signal transduction,protein amino acid phosphorylation,cAMP-dependent protein kinase complex,cytoplasm,nucleus,ATP binding,protein-tyrosine kinase activity,cAMP-dependent protein kinase activity,protein serine/threonine kinase activity,protein kinase activity,magnesium ion binding,nucleotide binding,"	"cAMP-dependent protein kinase, beta-catalytic subunit (EC 2.7.11.11) (PKA C-beta). [Source:Uniprot/SWISSPROT;Acc:P22694]"																																					
PRKACG	5568	0	0	1	0	0	0	0	0	0	0	0	Pkinase	"transferase activity,male gonad development,spermatogenesis,protein amino acid phosphorylation,ATP binding,protein-tyrosine kinase activity,cAMP-dependent protein kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	"cAMP-dependent protein kinase, gamma-catalytic subunit (EC 2.7.11.11) (PKA C-gamma). [Source:Uniprot/SWISSPROT;Acc:P22612]"																																					
PRKAG1	5571	0	0	0	0	0	0	0	0	0	1	0	CBS	"spermatogenesis,signal transduction,fatty acid biosynthetic process,protein amino acid phosphorylation,nucleus,cAMP-dependent protein kinase activity,kinase activity,"	5'-AMP-activated protein kinase subunit gamma-1 (AMPK gamma-1 chain) (AMPKg). [Source:Uniprot/SWISSPROT;Acc:P54619]																																					
PRKAR1A	5573	0	0	0	0	0	1	0	0	0	0	0	RIIa;cNMP_binding	"neuromuscular junction,cAMP binding,kinase activity,cAMP-dependent protein kinase regulator activity,intracellular signaling cascade,signal transduction,protein amino acid phosphorylation,regulation of transcription from RNA polymerase II promoter,cAMP-dependent protein kinase complex,protein binding,mesoderm formation,nucleotide binding,"	cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue- specific extinguisher 1) (TSE1). [Source:Uniprot/SWISSPROT;Acc:P10644]																																					
PRKCA	5578	0	0	1	0	0	0	0	0	0	0	0	Pkinase_C;Pkinase;C2;C1_1	"induction of positive chemotaxis,regulation of peptidyl-tyrosine phosphorylation,positive regulation of inflammatory response,negative regulation of insulin receptor signaling pathway,negative regulation of glucose import,neutrophil chemotaxis,diacylglycerol binding,transferase activity,induction of apoptosis by intracellular signals,induction of apoptosis by extracellular signals,zinc ion binding,intracellular signaling cascade,cell surface receptor linked signal transduction,regulation of muscle contraction,cellular calcium ion homeostasis,negative regulation of protein kinase activity,protein amino acid phosphorylation,mitochondrion,cytoplasm,nucleus,membrane fraction,ATP binding,protein binding,protein binding,calcium ion binding,protein-tyrosine kinase activity,calcium-dependent protein kinase C activity,protein kinase C activity,protein serine/threonine kinase activity,protein kinase activity,cardiac inotropy,positive regulation of protein amino acid phosphorylation,negative regulation of protein amino acid phosphorylation,inactivation of MAPK activity,nucleotide binding,regulation of progression through cell cycle,"	Protein kinase C alpha type (EC 2.7.11.13) (PKC-alpha) (PKC-A). [Source:Uniprot/SWISSPROT;Acc:P17252]																																					
PRKCB1	5579	0	0	1	0	0	0	0	0	0	0	0	Pkinase_C;Pkinase;C2;C1_1	"protein amino acid phosphorylation,cytoplasm,protein kinase C activity,diacylglycerol binding,transferase activity,zinc ion binding,intracellular signaling cascade,cellular calcium ion homeostasis,calcium ion transport,protein amino acid phosphorylation,plasma membrane,cytoplasm,nucleus,ATP binding,protein binding,calcium ion binding,calcium channel regulator activity,protein-tyrosine kinase activity,protein kinase C activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Protein kinase C beta type (EC 2.7.11.13) (PKC-beta) (PKC-B). [Source:Uniprot/SWISSPROT;Acc:P05771]																																					
PRKCD	5580	0	0	1	0	0	0	0	0	0	0	0	Pkinase_C;Pkinase;C1_1	"protein stabilization,metal ion binding,B cell proliferation,diacylglycerol binding,enzyme binding,transferase activity,immunoglobulin mediated immune response,membrane,zinc ion binding,enzyme activator activity,protein C-terminus binding,intracellular signaling cascade,protein amino acid phosphorylation,cytoplasm,nucleus,ATP binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Protein kinase C delta type (EC 2.7.11.13) (nPKC-delta). [Source:Uniprot/SWISSPROT;Acc:Q05655]																																					
PRKCG	5582	0	0	1	0	0	0	0	0	0	0	0	Pkinase_C;Pkinase;C2;C1_1	"negative regulation of protein catabolic process,positive regulation of mismatch repair,negative regulation of protein ubiquitination,dendrite,diacylglycerol binding,synaptosome,transferase activity,zinc ion binding,cell death,chemosensory behavior,learning and/or memory,intracellular signaling cascade,protein amino acid phosphorylation,cytosol,cytoplasm,nucleus,ATP binding,calcium ion binding,protein-tyrosine kinase activity,protein kinase C activity,protein kinase C activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Protein kinase C gamma type (EC 2.7.11.13) (PKC-gamma). [Source:Uniprot/SWISSPROT;Acc:P05129]																																					
PRKCH	5583	0	0	1	0	0	0	0	0	0	0	0	Pkinase_C;Pkinase;C2;C1_1	"metal ion binding,diacylglycerol binding,transferase activity,zinc ion binding,intracellular signaling cascade,protein amino acid phosphorylation,ATP binding,protein-tyrosine kinase activity,protein kinase C activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Protein kinase C eta type (EC 2.7.11.13) (nPKC-eta) (PKC-L). [Source:Uniprot/SWISSPROT;Acc:P24723]																																					
PKN1	5585	0	0	1	0	0	0	0	0	0	0	0	Pkinase_Tyr;Pkinase_C;Pkinase;HR1	"cytoplasmic membrane-bound vesicle,signal transduction,hyperosmotic response,protein amino acid phosphorylation,transferase activity,activation of JNK activity,signal transduction,protein amino acid phosphorylation,cytoplasm,intracellular,ATP binding,protein binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C- like 1) (Protein-kinase C-related kinase 1) (Protein kinase C-like PKN) (Serine-threonine protein kinase N) (Protein kinase PKN-alpha). [Source:Uniprot/SWISSPROT;Acc:Q16512]																																					
PRKCQ	5588	0	0	1	0	0	0	0	0	0	0	0	Pkinase_C;Pkinase;C1_1	"positive regulation of interleukin-2 biosynthetic process,positive regulation of T cell proliferation,diacylglycerol binding,transferase activity,zinc ion binding,intracellular signaling cascade,protein amino acid phosphorylation,plasma membrane,cytoplasm,intracellular,ATP binding,protein binding,protein-tyrosine kinase activity,protein kinase C activity,protein serine/threonine kinase activity,protein kinase activity,immunological synapse,regulation of cell growth,magnesium ion binding,nucleotide binding,"	Protein kinase C theta type (EC 2.7.11.13) (nPKC-theta). [Source:Uniprot/SWISSPROT;Acc:Q04759]																																					
PRKCZ	5590	0	0	1	0	0	0	0	0	0	0	0	Pkinase_C;Pkinase;PB1;C1_1	"protein amino acid phosphorylation,metal ion binding,diacylglycerol binding,transferase activity,zinc ion binding,intracellular signaling cascade,anti-apoptosis,protein amino acid phosphorylation,plasma membrane,endosome,cytoplasm,membrane fraction,ATP binding,protein binding,protein-tyrosine kinase activity,atypical protein kinase C activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Protein kinase C zeta type (EC 2.7.11.13) (nPKC-zeta). [Source:Uniprot/SWISSPROT;Acc:Q05513]																																					
